                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    100,                 1.4047,                 1.4135,                 1.7068,                0.58608,                0.64779,                 0.5926,                0.28816,                 1.9292,                 1.4819,                 2.3159,              0.0080596,              0.0080596,              0.0080596
                    101,                 1.3999,                 1.4108,                 1.7024,                0.58787,                0.64322,                0.59143,                0.28885,                 1.9301,                 1.4828,                 2.3179,              0.0080398,              0.0080398,              0.0080398
                    102,                  1.388,                 1.4007,                  1.698,                0.58585,                0.64348,                0.59054,                0.28843,                 1.9299,                 1.4831,                 2.3191,                0.00802,                0.00802,                0.00802
                    103,                 1.3843,                 1.3962,                 1.6937,                0.59113,                  0.641,                0.59223,                0.28868,                 1.9317,                 1.4807,                 2.3207,              0.0080002,              0.0080002,              0.0080002
                    104,                 1.3901,                 1.4057,                 1.6941,                0.59023,                0.64133,                0.59133,                0.28816,                 1.9341,                 1.4797,                  2.323,              0.0079804,              0.0079804,              0.0079804
                    105,                 1.3895,                  1.379,                 1.6871,                0.59475,                0.64154,                0.59376,                0.28864,                 1.9356,                 1.4803,                 2.3239,              0.0079606,              0.0079606,              0.0079606
                    106,                 1.3902,                 1.3828,                 1.6919,                0.59227,                0.64327,                0.59441,                0.28908,                 1.9374,                 1.4794,                  2.326,              0.0079408,              0.0079408,              0.0079408
                    107,                 1.3854,                 1.3872,                 1.6919,                0.59563,                0.63853,                0.59499,                0.28872,                 1.9402,                 1.4774,                 2.3299,               0.007921,               0.007921,               0.007921
                    108,                 1.3853,                  1.379,                 1.6893,                0.59523,                0.63891,                0.59424,                0.28858,                 1.9428,                 1.4761,                 2.3321,              0.0079012,              0.0079012,              0.0079012
                    109,                  1.384,                 1.3838,                 1.6856,                 0.5836,                0.64537,                0.59245,                0.28752,                 1.9435,                  1.476,                 2.3324,              0.0078814,              0.0078814,              0.0078814
